,Unnamed: 0,username,full_text,tweet_clean,english_text,sentiment,label
17,17,ha_iniya,Ada obrolan di antara gua dan temen yg kurang lebih kayak gini. : Designnya bagus itu buat dimana? : oh gua buat di Ai : lucu gitu btw nama website-nya apa? : gada website itu buatnya di Ai : Iya Ai kan. Maksud gw nama web nya gw mau buat juga. : Ai software anjir,obrol gua temen yg kayak gin   designnya bagus mana   oh gua ai  lucu gitu btw nama websitenya   gada website buat ai  iya ai kan maksud gw nama web nya gw   ai software anjir,"I chat with friends like this, which one has a good design, oh my Ai is funny like that, btw, the name of the website is there's no website for Ai, yes Ai, what I mean is the name of the website is Ai software, damn",0.2125,positive
18,18,DistyaDiraS,Dengan demikian dampak besar nya ialah : permusuhan Semua golongan dan kelompok ; di benturkan oleh entitas dark tersebut. Akhirnya perjuangan yang sebenarnya bisa menjadi luar biasa karena persatuan. Menjadi mustahil dan senjata makan tuan utama bagi kita semua,dampak nya  musuh golong kelompok  bentur entitas dark  juang satu  mustahil senjata makan tuan utama,The impact of the enemy group clashing with the dark entity fighting one impossible weapon backfires on the main master,-0.2166666666666666,negative
19,19,Flux_Indonesia_, Kepala AI Flux Daz Williams ditampilkan dalam artikel @pymnts menyoroti dampak permainan agen #AI dalam perdagangan. Dari solusi terdesentralisasi FluxAI hingga membuat alat AI yang kuat menjadi lebih mudah diakses AI mengubah bisnis https://t.co/ptWrwPngxi... https://t.co/GrnacMYgFb,kepala ai flux daz williams tampil artikel sorot dampak main agen dagang  solusi desentralisasi fluxai alat ai kuat mudah akses ai ubah bisnis,ai flux head daz williams featured article highlights impact of playing trading agent decentralized solutions fluxai powerful ai tools easy access ai change business,0.3666666666666667,positive
20,20,InfoKomputer,Survei ini dimaksudkan untuk mencari tahu bagaimana Anda memanfaatkan Generative AI di kehidupan sehari-hari. Kami berharap survei ini dapat menggambarkan dampak Generative AI di hari ini maupun masa depan. Link survei: https://t.co/x9CBWlrVXV Periode hingga 17 Mei 2024 https://t.co/i0UK21LUUL,survei cari manfaat generative ai hidup hari  harap survei gambar dampak generative ai  link survei  periode  mei ,survey find benefits of generative ai live day hope survey image impact of generative ai survey link period may,0.1363636363636363,positive
21,21,InfoKomputer,Studi HP: AI bantu bisnis capai tujuan keberlanjutan &amp; dampak sosial - https://t.co/7WKegAIiPS https://t.co/jurSUOlZ3Q,studi hp  ai bantu bisnis capai tuju lanjut  amp  dampak sosial ,hp ai study helps business achieve advanced goals amp social impact,0.2166666666666666,positive
22,22,jilansy,sebagai pustakawan akademik ini selalu jadi bahasan di kelas literasi di perpusku.. bahas jenis &amp; spektrum plagiarisme bentuk sanksi kemungkinan penyebabnya teknis pelaporan via ANJANI studi kasus pencabutan gelar/nilai dampak jangka panjang penggunaan joki (dan AI) dll https://t.co/05xD0QoAYB,pustakawan akademik bahas kelas literasi pus  bahas jenis  amp  spektrum plagiarisme bentuk sanksi sebab teknis lapor via anjani studi cabut gelar nilai dampak jangka guna joki  ai  dll,academic librarian discusses literacy class pus discusses types amp spectrum plagiarism forms sanctions technical reasons report via anjani study revoke degree value impact term use ai jockey etc,0.0,neutral
23,23,WAPamungkas,Senang melihat banyaknya diskursus dampak teknologi/sains pada isu etik kesadaran kelas lingkungan &amp; aspek lain yang belakangan marak di media sosial. AI art surrogacy electric mobility dll memang hendaknya dilihat dari berbagai kacamata. Mumpung kita belum terlalu jauh. https://t.co/totfqEKe0k,senang banyak diskursus dampak teknologi sains isu etik sadar kelas lingkung  amp  aspek marak media sosial  ai art surrogacy electric mobility dll kacamata  mumpung ,happy many discourses impact of technology science ethical issues class awareness environment amp aspects rampant social media ai art surrogacy electric mobility etc glasses while there is time,0.3833333333333333,positive
24,24,honest_wjsn,Teruntuk @sidushq_ent kami para fans meminta ketegasan kalian untuk melindungi privasi &amp; image #LeeLuDa. Harap agar segera menindak oknum yang membuat gambar AI deepfake terhadap artis kalian yang ditakutkan akan memberi dampak buruk di kemudian hari. #LUDA #IHQ_PROTECT_LUDA https://t.co/xVhG1gfawC,untuk fans tegas lindung privasi  amp  image  harap tindak oknum gambar ai deepfake artis takut dampak buruk ,for fans firmly protect privacy amp image please take action against individuals who use deepfake ai images artists are afraid of the bad impact,-0.35,negative
25,25,oomdamar,Kemarin berbagi pandangan tentang dampak AI bagi pendidikan keragaman di depan guru-guru seantero DIY di Grahatama Pustaka Perpusda. Satu panel dengan prof Amin Abdullah dan prof Tabitha Kartika Christiani. Sangat bersyukur bisa dilibatkan mengedukasi para pendidik hebat ini. https://t.co/FQTJrfypzT,kemarin bagi pandang dampak ai didik ragam guru antero diy grahatama pustaka perpusda  panel prof amin abdullah prof tabitha kartika christiani  syukur libat edukasi didik hebat ,"yesterday for the view of the impact of AI, educate various teachers throughout DIY, Grahatama, Library, Perpusda, Panel, Prof. Amin Abdullah, Prof. Tabitha Kartika Christiani, Thank you for being involved in education, educate great",0.4,positive
26,26,dicoding,Pemanfaatan dan Dampak AI dalam Bidang Pendidikan - A Thread https://t.co/RUMbory6Wf,manfaat dampak ai bidang didik  a thread,benefits impact of ai field of education a thread,0.0,neutral
27,27,enhacake,tebak topik diskusi hison a. etika dalam penggunaan AI dalam kehidupan sehari hari b. dampak globalisasi terhadap identitas budaya lokal c. pengaruh oligarki dalam rezim jokowi d. my love can we go back to the way it was? https://t.co/ed2sv5arvO,tebak topik diskusi hison a etika guna ai hidup hari b dampak globalisasi identitas budaya lokal c pengaruh oligarki rezim jokowi d my love can we go back to the way it was ,guess the topic of discussion hison a ethics for living today b the impact of globalization local cultural identity c the influence of the oligarchy of the jokowi regime d my love can we go back to the way it was,0.15,positive
28,28,supportygfamily,Dampak AI pada pendapatan BLACKPINK dan BABYMONSTER. Cr. Koreaboo musicmagpie #BLACKPINK #BABYMONSTER #yg #ygent #ygentertainment https://t.co/7o5C21Dvlo,dampak ai dapat blackpink babymonster  cr  koreaboo musicmagpie,impact ai can blackpink babymonster cr koreaboo musicmagpie,0.0,neutral
29,29,asumsico,Dana Moneter Internasional (IMF) meramal bahwa kecerdasan buatan (AI) dapat membawa dampak terhadap 40 persen pekerjaan di seluruh dunia pada beberapa tahun ke depan. Di negara-negara maju jumlah pekerjaan yang terkena dampak AI bahkan akan mencapai 60 persen. Sementara di https://t.co/HWecg1MPxk,dana moneter internasional  imf  ramal cerdas buat  ai  bawa dampak  persen kerja dunia  negara maju kerja kena dampak ai capai  persen ,international monetary fund imf smart forecast for ai impact percent world work developed countries work impacted by ai reaches percent,0.1047619047619047,positive
30,30,irfanfahrurrozi,Well ini kocak karena tugas buat maba nya pas ospek adalah bikin esai dengan tema dampak psikologis penggunaan AI dan etika mhs menyikapi AI di bidang akademik Daripada tugasnya dikasih ke maba mending kasih ke bapaknya.. https://t.co/14FSvVqSJC,well kocak tugas maba nya pas ospek bikin esai tema dampak psikologis guna ai etika mhs sikap ai bidang akademik tugas kasih maba mending kasih bapak ,"Well, it's funny that the new students' assignment during orientation was to make an essay on the theme of psychological impacts for AI, student ethics, AI attitudes in the academic field, the assignment was given to the new students, it would be better to give it to the father",0.1704545454545454,positive
31,31,sehatsinergis,Dengan sistem AI target serangan pada musuh makin akurat. Gila kemajuan AI ada dampak positif nya tapi dampak negatif lebih ngeri bila disalahgunakan. Influencer Batak Jawa Mudik https://t.co/NwCaazcsGz,sistem ai target serang musuh akurat  gila maju ai dampak positif nya dampak negatif ngeri disalahgunakan  influencer batak jawa mudik,AI system target attack enemy accurate crazy forward AI positive impact negative impact scary misused influencer batak java homecoming,-0.1545454545454545,negative
32,32,AdamVelcro,Dampak kemajuan teknologi Ai.. *Nyang paling kanan sapah yak? https://t.co/1MIhKiIgt3,dampak maju teknologi ai   nyang kanan sapah yak ,"The impact of advanced AI technology is right, right?",0.3238095238095238,positive
33,33,aryaramadani_,Ancaman Artificial Intelligence (AI) dalam Pendidikan Selain berbagai manfaat yang memberikan segala kemudahan dalam pendidikan AI juga memberikan dampak buruk dan juga ancaman dalam dunia pendidikan. Melansir dari Digiexam berikut ini berbagai ancaman Artificial Intelligence https://t.co/Ez0u63G2mO,ancam artificial intelligence  ai  didik manfaat mudah didik ai dampak buruk ancam dunia didik  lansir digiexam ancam artificial intelligence,threat of artificial intelligence ai educate benefits easy to educate ai negative impacts threaten the world educate launch digiexam threaten artificial intelligence,-0.2666666666666666,negative
34,34,andre_priotomo,Dampak AI dalam kehidupan kita sehari2. Moral : adalah sesuatu yang bisa atau akan kita lakukan untuk mengantisipasi hal ini ? Perlukan kita mengupgrade diri kita ? Agar secara langsung atau tidak langsung kita bisa tereliminasi dari kehidupan kita sendiri. https://t.co/QvYSNCjWM6,dampak ai hidup sehari  moral  laku antisipasi  perlu mengupgrade  langsung langsung eliminasi hidup ,impact ai life daily moral conduct anticipation need upgrade direct direct elimination life,0.05,positive
35,35,liputan6dotcom,VIDEO: Dampak AI di Lapangan Kerja AS Cemaskah Profesional Diaspora? https://t.co/AoLeVMUGaD,video  dampak ai lapang kerja as cemas profesional diaspora ,video impact of ai job market as worried professional diaspora,0.1,positive
36,36,egharap,Implementasi AI di dunia medis sekalipun sederhana bisa punya dampak luar biasa. Cek studi ini: Impelementasi AI yg memberitahu dokter risiko kematian pasien bermodalkan 1 hasil EKG saja scr signifikan menurunkan kejadian kematian pada 90 hari. https://t.co/D6uyEV2tvF,implementasi ai dunia medis sederhana dampak  cek studi  impelementasi ai yg memberitahu dokter risiko mati pasien modal  hasil ekg scr signifikan turun jadi mati  ,simple medical world ai implementation impact check study implementation ai that tells doctors the risk of death of patients with ekg results significantly decreased to death,-0.1333333333333333,negative
37,37,XLAxiata_Tbk,AI di kehidupan sehari-hari tuh bisa dibilang holy grail banget! Soalnya bikin kegiatan makin mudah dan efektif. Dengan semua kemudahan itu seharusnya proses kamu untuk #JadiLebihBaik juga lebih gampang kan? Jadi yuk mulai langkah pertama kamu dan rasakan dampak positifnya! https://t.co/sd2jGQHbte,ai hidup hari tuh bilang holy grail banget  bikin giat mudah efektif  mudah proses gampang  yuk langkah rasa dampak positif ,ai live today say holy grail really make activity easy effective easy process easy come on step feel positive impact,0.3519480519480519,positive
38,38,DennyJA_WORLD,ERA DIMULAINYA KARYA KOLABORASI KREATOR DAN ARTIFICIAL INTELLIGENCE - Pelukis Penulis Musisi Pembuat Film Game Developer Fotographer dalam berkarya mulai menjadikan Artificial Intelligence sebagai asistennya. Dipotret dalam 4 lukisan Denny JA dengan asisten AI https://t.co/BIEG5tToyA,era karya kolaborasi kreator artificial intelligence  peluk tulis musisi buat film game developer fotographer karya jadi artificial intelligence asisten  potret  lukis denny ja asisten ai,era of collaborative work creator artificial intelligence hug write musician make film game developer photographer work become artificial intelligence assistant portrait painting denny ja assistant ai,-0.5333333333333333,negative
39,39,smartizen_,Dampak Katalis Militer dari AI: Ancaman Risiko dan Peran dalam Keputusan Nuklir - https://t.co/6rEM5eDsxr https://t.co/jvV1VsXtbH,dampak katalis militer ai  ancam risiko peran putus nuklir ,military catalyst impact ai threatens risk of nuclear breakout role,-0.1,negative
40,40,mosmarth,Capek. terserah deh tapi gw mau ajak mikir sebentar: - AI ditraining dengan memanfaatkan dataset yang tidak meminta ijin artist2 aslinya (main embat aja) - Hasil gambar dari AI tidak dilindungi oleh hak cipta dan tidak bisa dikomersilkan (jangan protes kalau diembat orang) -,capek  serah deh gw ajak mikir sebentar   ai ditraining manfaat dataset ijin artist asli  main embat aja   hasil gambar ai lindung hak cipta dikomersilkan  protes embat orang  ,"tired, give up, I'll ask you to think for a while, Ai will be trained on the benefits of datasets, permission from the original artist, just play Embat, the results of AI's images are copyright protected, commercialized, Embat people protest",-0.0125,negative
41,41,trickymindful,Yg jadi problem dari AI adalah kecurangan dan pelanggaran etika yg menyepelekan nilai orisinalitas. Mangkanya senimanlah yg pertama kali paling keras protes. Itu krn seniman sangat menghargai proses dan hasil itu ujung2nya cuma target yg dilupakan stlh dicapai.,yg problem ai curang langgar etika yg sepele nilai orisinalitas  mangkanya seniman yg kali keras protes  krn seniman harga proses hasil ujungnya target yg lupa stlh capai ,"The problem is that AI cheats and violates trivial ethics, the value of originality, that's why artists often protest loudly because artists pay for the process and the end result is a target that they forget after achieving.",0.1,positive
42,42,CNNIndonesia,Dharma Pongrekun Sebut AI Alat Mata-mata Simak Faktanya https://t.co/0pNdIR8j9h,dharma pongrekun ai alat mata simak fakta,dharma pongrekun ai eye tool see facts,0.0,neutral
43,43,manifesteren,Deep down ai kalau ama doi beneran ngajarin character development bgt . Sibuk tp selalu meluangkan waktu. Dewasa. Komunikatif. Sabar. Menghargai.,deep down ai ama doi beneran ngajarin character development bgt  sibuk tp luang  dewasa  komunikatif  sabar  harga ,deep down ai with him really teaches character development very busy but free mature communicative patient price,0.1124074074074074,positive
44,44,keeployo_,menarik banget dosen aja di kasih ajaran mengenai penggunaan AI dalam pembuatan jurnal AI itu mempermudah kita dalam menghasilkan ide lebih efektif dalam mencari informasi dll. Kalo masih ada yang menolak menggunakan gpt kek heyy. What's going on with you? ,tarik banget dosen aja kasih ajar guna ai buat jurnal ai mudah hasil ide efektif cari informasi dll  kalo tolak gpt kek heyy  what s going on with you ,"It's really interesting, lecturers just teach you how to use AI to make AI journals, easy results, effective ideas, search for information, etc. If you refuse, it's okay, hey, what's going on with you?",0.5083333333333333,positive
45,45,canelenovsky,Ngeliat temen-temen gue ngerjain tugas banyak yang pake AI iya sih membantu tapi gue ngerasa skeptis aja takut-takut dosen ada yang gak suka pake AI. Selain itu gue juga meragukan kemampuan AI kayak chatgpt gratis. Apakah gue kudet karena menolak penggunaan AI buat tugas?,ngeliat tementemen gue ngerjain tugas pake ai iya sih bantu gue ngerasa skeptis aja takut dosen gak suka pake ai  gue ragu mampu ai kayak chatgpt gratis  gue kudet tolak guna ai tugas ,"Seeing my friends do their assignments using AI, yes, it helps. I feel skeptical, I'm afraid that the lecturer won't like using AI. I doubt I can afford AI like free chatgpt. I refuse to use AI for my assignments.",-0.2333333333333333,negative
46,46,merdika_id,Teknologi selalu membawa kemajuan. Namun jika akses dan kepemilikannya hanya di tangan segelintir orang penggunaannya bisa membawa efek negatif bagi masyarakat dan lingkungan. https://t.co/2FwIS5n6C7,teknologi bawa maju  akses milik tangan gelintir orang guna bawa efek negatif masyarakat lingkung ,technology brings forward access owned by a handful of people to bring negative effects on society and the environment,-0.3,negative
47,47,hallodms25,Ah ini seru nih. Kata si Dharma AI itu artificial intelligence dari kata intelijen alias mata-mata. Jadi AI itu alat mata-mata buatan bro! Dipasang buat ngawasin kita 24/7 ngeliat setiap gerakan kita mulai dari belanja online sampai nonton video kucing lucu di YouTube.,ah seru nih  si dharma ai artificial intelligence intelijen alias mata  ai alat mata buat bro  pasang ngawasin   ngeliat gera belanja online nonton video kucing lucu youtube ,"Ah, this is exciting, Dharma AI, Artificial Intelligence Intelligence, aka Eye AI, an eye tool for bros, install it and watch online shopping, watch funny cat videos on YouTube",-0.0166666666666666,negative
48,48,1ONE_Crypto,Energi di @Permissionless III sangat menginspirasi sejak hari pertama! Penggemar #AI3.0 berbagi wawasan inovatif tentang demokratisasi #HumanAI. @AutonomysNet sangat bersemangat utk adakan pertemuan berikutnya guna mendorong batas-batas desentralisasi AI demi dampak sosial.,energi iii inspirasi  gemar  bagi wawas inovatif demokratisasi  semangat utk adakan temu dorong batas desentralisasi ai dampak sosial ,energy iii inspiration passion for insight innovative democratization enthusiasm to hold push meeting boundary decentralization ai social impact,0.2666666666666666,positive
49,49,kpfka,@Jimy_349 @xsotya @convomf AI itu nyuri art orang buat database nya. AI dilatih bikin art pake art para artist artist TANPA IZIN ALIAS MENCURI. Selain mematikan rezeki para artist karena jadi sepi commis + AI juga NYURI artstyle yang susah² mereka kembangin. Alangkah baiknya hindari pake AI ya.,ai nyuri art orang database nya  ai latih bikin art pake art artist artist izin alias curi  mati rezeki artist sepi commis  ai nyuri artstyle susah kembangin  alangkah baik hindar pake ai ya ,"ai steals other people's art, ai's database trains you to make art using art artists, artists with permission, aka stealing, dead artist's fortune, quiet commission, ai steals art styles, it's hard to develop, it would be better to avoid using ai, okay?",0.0638888888888888,positive
50,50,CryptoAddict27,@AGENDA21_EXPOSE TAPI DIA NGIBULNYA KUADRAT TENTANG AI AI TIDAK DIRANCANG UNTUK MATA-MATA EMANG BADUT SI DHARMA INI AWOAKWOAKK HANYA KARENA ADA KATA INTELLIGENT UDAH DI JUDGE MATA-MATA BRUAAKAKAKAKA GOBLOK! ‍↔️‍↔️‍↔️,ngibulnya kuadrat ai ai rancang mata emang badut si dharma awoakwoakk intelligent udah judge mata bruaakakakaka goblok  ,the appearance of ai's square ai ai's eye design is indeed a clown dharma awoakwoakk intelligent already judge eyes bruaakakakaka stupid,5.551115123125783e-17,positive
51,51,artenashium,ni orang (gw) mau masuk DAI tapi denger orang lain jelasin ke temennya bawa bawa kata variabel independen sampel simultan pengaruh aje langsung GEDEIN VOLUME LAGU. gemeter teror MPS sorry,ni orang  gw  masuk dai denger orang jelasin temennya bawa bawa variabel independen sampel simultan pengaruh aje langsung gedein volume lagu  gemeter teror mps sorry,"This person came in and heard someone explaining to his friend that he was bringing up independent variables, simultaneous samples, and he immediately turned up the volume of the song, shaking with terror, sorry",-0.25,negative
52,52,AzeemSyuk,Memang tak dinafikan AI ambil alih kerja yang sebelum ni manusia buat. AI lebih efisien tak penat tak mengeluh dan paling penting jimat kos. Company tak payah fikir pasal cuti sakit motivasi atau benefit pekerja. Itu win besar untuk mereka.,nafi ai ambil alih kerja ni manusia  ai efisien penat keluh jimat kos  company payah fikir pasal cuti sakit motivasi benefit kerja  win ,"nafi ai takes over this job human ai is efficient, tired, complains, saves on boarding, the company has a hard time thinking about the sick leave article, motivation, work benefits, win",-0.1211904761904761,negative
53,53,delecerak,Balik ke topik sini gue jelasin apa itu AI sama mocap. AI itu kecerdasan buatan yang sebenarnya udah ada sejak dulu pernah maen game? Musum kau di game itu juga disebur AI. AI jaman sekarang itu bisa berkembang dengan sendirinya based on data. Jadi kalo lu anggap AI itu~,topik gue jelasin ai mocap  ai cerdas buat udah maen game  musum kau game bur ai  ai jaman kembang based on data  kalo lu anggap ai itu,"My topic is explaining that AI Mocap AI is smart for playing your musum games, Bur AI AI games in the development era are based on data, if you consider AI to be",0.2142857142857142,positive
